455	251	Saturday	02:58:00	250
455	17	Thursday	04:05:00	120
455	88	Thursday	04:27:00	300
467	95	Friday	10:45:00	150
467	164	Saturday	11:54:00	180
467	285	Sunday	02:55:00	300
468	46	Sunday	02:57:00	80
468	238	Thursday	08:57:00	180
468	176	Tuesday	16:03:00	320
468	154	Wednesday	15:22:00	150
477	271	Monday	07:00:00	320
477	165	Thursday	06:20:00	180
477	66	Tuesday	11:13:00	120
483	79	Sunday	17:59:00	90
483	6	Thursday	10:16:00	80
483	194	Tuesday	14:38:00	180
487	55	Monday	13:30:00	120
487	216	Sunday	13:59:00	90
487	80	Thursday	01:27:00	330
487	182	Thursday	08:14:00	250
487	189	Tuesday	12:31:00	150
488	282	Monday	08:46:00	330
488	334	Saturday	00:41:00	220
488	191	Saturday	09:06:00	80
488	292	Saturday	13:43:00	320
488	38	Tuesday	10:13:00	320
495	332	Monday	16:18:00	90
495	124	Sunday	05:20:00	300
495	114	Tuesday	12:44:00	300
495	220	Wednesday	03:04:00	180
497	188	Friday	03:33:00	320
497	273	Thursday	12:05:00	250
497	69	Tuesday	15:12:00	120
516	178	Monday	06:38:00	80
516	349	Saturday	18:09:00	300
516	241	Sunday	04:19:00	250
516	2	Sunday	10:20:00	90
519	141	Friday	08:03:00	80
519	275	Friday	10:20:00	80
519	283	Monday	08:51:00	330
519	149	Monday	18:36:00	80
519	265	Sunday	09:02:00	330
536	229	Sunday	02:27:00	80
536	316	Sunday	04:51:00	150
536	279	Thursday	17:52:00	120
542	160	Monday	14:02:00	80
542	239	Sunday	04:39:00	220
542	134	Wednesday	03:59:00	80
554	52	Friday	13:35:00	330
554	346	Thursday	06:10:00	250
554	255	Wednesday	12:50:00	300
580	50	Friday	10:45:00	330
580	252	Monday	06:45:00	80
580	7	Monday	14:13:00	250
580	263	Sunday	15:49:00	90
580	93	Wednesday	17:12:00	90
590	333	Sunday	10:11:00	80
590	248	Thursday	07:19:00	120
590	14	Tuesday	16:08:00	150
590	159	Wednesday	16:32:00	300
634	37	Friday	14:40:00	250
634	207	Monday	12:05:00	180
634	345	Sunday	00:41:00	120
634	145	Sunday	04:41:00	120
634	197	Tuesday	17:29:00	90
635	187	Saturday	00:14:00	320
635	158	Sunday	08:54:00	330
635	78	Tuesday	08:32:00	320
637	281	Friday	06:08:00	90
637	296	Friday	14:49:00	330
637	257	Sunday	13:12:00	90
637	26	Wednesday	08:33:00	180
649	295	Monday	04:33:00	220
649	112	Tuesday	00:01:00	250
649	331	Tuesday	11:40:00	320
655	338	Monday	01:40:00	120
655	224	Saturday	18:45:00	330
655	74	Thursday	08:34:00	80
655	272	Tuesday	12:10:00	180
655	39	Tuesday	15:54:00	220
683	30	Thursday	09:01:00	250
683	341	Thursday	09:02:00	300
683	280	Thursday	14:12:00	150
683	293	Tuesday	04:19:00	90
684	270	Friday	09:28:00	90
684	106	Monday	01:22:00	180
684	243	Wednesday	10:20:00	180
684	3	Wednesday	14:33:00	330
685	245	Friday	04:58:00	180
685	307	Friday	06:01:00	250
685	100	Saturday	12:37:00	320
685	228	Tuesday	12:38:00	330
685	219	Wednesday	05:55:00	180
689	314	Friday	00:25:00	80
689	304	Friday	12:26:00	300
689	34	Monday	12:09:00	90
689	322	Saturday	12:54:00	120
689	68	Tuesday	08:26:00	300
690	27	Monday	17:12:00	330
690	25	Saturday	09:10:00	120
690	286	Saturday	14:17:00	330
690	175	Tuesday	11:06:00	90
690	133	Wednesday	15:04:00	330
695	143	Friday	02:04:00	250
695	205	Saturday	15:15:00	330
695	131	Tuesday	08:33:00	90
696	300	Friday	08:40:00	150
696	179	Saturday	06:11:00	330
696	301	Tuesday	01:23:00	80
696	234	Tuesday	06:55:00	320
714	348	Sunday	18:56:00	330
714	153	Sunday	19:08:00	320
714	81	Thursday	07:11:00	150
714	123	Wednesday	11:31:00	320
728	250	Friday	00:49:00	80
728	310	Monday	06:32:00	300
728	242	Saturday	15:09:00	150
728	1	Thursday	16:28:00	150
728	142	Wednesday	09:33:00	220
732	311	Monday	09:43:00	220
732	186	Sunday	06:05:00	220
732	43	Wednesday	02:21:00	150
734	91	Monday	14:33:00	250
734	230	Wednesday	08:22:00	320
734	109	Wednesday	18:01:00	180
741	298	Saturday	05:17:00	300
741	235	Sunday	09:35:00	250
741	177	Sunday	11:17:00	80
741	99	Tuesday	12:06:00	150
745	31	Friday	01:43:00	330
745	127	Saturday	05:57:00	320
745	49	Sunday	02:52:00	250
745	122	Thursday	01:06:00	330
746	210	Friday	11:05:00	300
746	198	Monday	05:14:00	320
746	108	Tuesday	00:28:00	220
747	107	Sunday	01:57:00	180
747	290	Sunday	05:50:00	180
747	180	Tuesday	02:14:00	180
753	13	Friday	05:14:00	320
753	115	Sunday	10:05:00	180
753	156	Sunday	10:35:00	220
753	161	Thursday	00:29:00	80
761	166	Saturday	12:46:00	250
761	226	Sunday	18:11:00	300
761	24	Tuesday	02:09:00	330
761	215	Wednesday	00:29:00	90
768	125	Friday	17:18:00	90
768	278	Thursday	11:41:00	120
768	209	Tuesday	16:53:00	220
768	305	Wednesday	10:37:00	90
771	110	Friday	06:31:00	120
771	121	Monday	05:37:00	330
771	152	Monday	17:18:00	320
795	163	Saturday	14:00:00	300
795	217	Sunday	05:06:00	300
795	336	Thursday	09:23:00	90
795	222	Tuesday	04:41:00	150
823	254	Friday	10:41:00	150
823	183	Saturday	03:30:00	330
823	227	Saturday	04:52:00	250
823	326	Sunday	10:17:00	150
823	342	Thursday	12:31:00	330
824	42	Monday	08:31:00	120
824	169	Saturday	01:43:00	330
824	291	Tuesday	07:09:00	300
835	294	Friday	18:52:00	120
835	105	Saturday	15:38:00	150
835	28	Tuesday	00:04:00	320
842	132	Monday	08:19:00	320
842	321	Monday	19:45:00	300
842	70	Saturday	11:05:00	180
842	276	Saturday	13:21:00	330
842	119	Tuesday	16:21:00	180
866	233	Friday	05:17:00	90
866	155	Saturday	00:31:00	150
866	247	Saturday	15:51:00	220
866	90	Thursday	09:35:00	120
869	259	Sunday	07:56:00	220
869	129	Thursday	01:40:00	80
869	340	Tuesday	13:59:00	330
872	339	Monday	09:37:00	220
872	236	Saturday	03:12:00	180
872	287	Tuesday	09:41:00	250
872	97	Wednesday	01:16:00	180
872	150	Wednesday	07:21:00	220
906	299	Tuesday	05:32:00	250
906	64	Tuesday	13:30:00	250
906	174	Wednesday	15:10:00	90
916	345	Friday	13:08:00	120
916	40	Monday	04:57:00	330
916	321	Tuesday	13:05:00	300
916	289	Wednesday	02:00:00	300
923	75	Friday	15:50:00	150
923	325	Saturday	17:40:00	180
923	205	Sunday	14:06:00	330
923	38	Thursday	19:00:00	320
964	253	Saturday	03:15:00	330
964	130	Saturday	04:28:00	180
964	172	Saturday	14:13:00	220
964	256	Tuesday	02:23:00	80
981	295	Friday	14:42:00	220
981	208	Monday	02:02:00	320
981	276	Thursday	04:29:00	330
981	30	Tuesday	18:54:00	250
981	260	Wednesday	03:53:00	300
983	57	Monday	09:10:00	220
983	98	Sunday	08:16:00	330
983	78	Tuesday	12:01:00	320
989	290	Sunday	01:13:00	180
989	7	Thursday	18:22:00	250
989	237	Tuesday	03:29:00	180
989	266	Tuesday	13:04:00	80
989	280	Tuesday	21:44:00	150
992	124	Friday	10:30:00	300
992	25	Monday	08:32:00	120
992	64	Saturday	12:31:00	250
992	226	Thursday	12:08:00	300
998	62	Friday	05:14:00	220
998	151	Monday	13:30:00	320
998	202	Sunday	08:03:00	320
998	341	Tuesday	22:07:00	300
998	294	Tuesday	22:53:00	120
1002	299	Saturday	15:10:00	250
1002	93	Saturday	18:12:00	90
1002	79	Sunday	03:17:00	90
1002	209	Wednesday	04:58:00	220
1002	113	Wednesday	19:14:00	330
1008	271	Saturday	12:42:00	320
1008	80	Thursday	12:46:00	330
1008	165	Thursday	16:16:00	180
1008	147	Wednesday	01:14:00	220
1008	282	Wednesday	09:15:00	330
1013	166	Saturday	00:52:00	250
1013	304	Saturday	10:44:00	300
1013	26	Tuesday	00:01:00	180
1022	257	Monday	10:19:00	90
1022	339	Saturday	06:28:00	220
1022	200	Wednesday	08:55:00	300
1029	227	Monday	03:37:00	250
1029	46	Monday	14:14:00	80
1029	214	Tuesday	13:14:00	150
1033	134	Friday	08:15:00	80
1033	216	Saturday	13:22:00	90
1033	233	Sunday	03:59:00	90
1033	183	Sunday	04:12:00	330
1033	31	Wednesday	06:29:00	330
1035	146	Friday	12:27:00	220
1035	121	Sunday	07:53:00	330
1035	247	Sunday	16:21:00	220
1041	228	Friday	01:19:00	330
1041	350	Friday	07:24:00	330
1041	55	Sunday	13:41:00	120
1041	125	Thursday	16:39:00	90
1044	53	Friday	11:04:00	320
1044	141	Monday	08:33:00	80
1044	293	Saturday	11:34:00	90
1044	77	Saturday	17:16:00	250
1044	117	Thursday	03:46:00	330
1049	122	Friday	00:53:00	330
1049	289	Sunday	11:09:00	300
1049	48	Tuesday	10:43:00	120
1049	87	Wednesday	05:35:00	150
1049	89	Wednesday	12:43:00	250
1070	115	Friday	01:11:00	180
1070	274	Friday	06:41:00	250
1070	264	Monday	05:36:00	150
1070	338	Sunday	10:14:00	120
1070	323	Wednesday	03:46:00	220
1081	278	Saturday	15:01:00	120
1081	206	Sunday	06:33:00	330
1081	285	Thursday	06:51:00	300
1081	291	Tuesday	02:31:00	300
1088	10	Monday	05:03:00	320
1088	179	Monday	06:17:00	330
1088	50	Saturday	04:05:00	330
1088	199	Sunday	12:02:00	220
1088	331	Wednesday	05:39:00	320
1091	133	Monday	00:28:00	330
1091	328	Saturday	14:28:00	120
1091	229	Tuesday	00:57:00	80
1091	217	Tuesday	06:10:00	300
1091	333	Wednesday	02:15:00	80
1095	102	Friday	10:52:00	150
1095	212	Friday	16:58:00	150
1095	111	Saturday	01:06:00	120
1095	286	Saturday	18:37:00	330
1095	69	Sunday	07:33:00	120
1110	8	Monday	07:15:00	220
1110	97	Monday	08:08:00	180
1110	219	Saturday	08:02:00	180
1110	177	Saturday	08:04:00	80
1112	329	Sunday	17:14:00	330
1112	19	Thursday	07:02:00	320
1112	170	Thursday	16:26:00	180
1113	288	Sunday	09:24:00	120
1113	15	Thursday	14:47:00	300
1113	58	Tuesday	14:32:00	220
1125	308	Saturday	15:46:00	320
1125	116	Thursday	20:09:00	330
1125	5	Tuesday	12:51:00	180
1125	23	Tuesday	17:17:00	180
1126	47	Friday	20:12:00	320
1126	267	Thursday	20:09:00	220
1126	279	Wednesday	20:26:00	120
1128	2	Friday	01:03:00	90
1128	201	Saturday	00:35:00	80
1128	204	Saturday	06:42:00	220
1128	99	Tuesday	18:16:00	150
1158	6	Monday	11:05:00	80
1158	181	Saturday	02:46:00	320
1158	326	Saturday	11:03:00	150
1158	284	Sunday	03:01:00	150
1184	76	Friday	07:09:00	90
1184	245	Saturday	08:00:00	180
1184	275	Tuesday	09:17:00	80
1191	210	Monday	04:04:00	300
1191	86	Sunday	01:22:00	330
1191	182	Thursday	03:03:00	250
1191	342	Wednesday	09:13:00	330
1191	142	Wednesday	09:49:00	220
1199	160	Friday	00:45:00	80
1199	20	Saturday	11:00:00	150
1199	273	Sunday	10:28:00	250
1199	71	Tuesday	10:10:00	250
1199	343	Wednesday	02:38:00	80
1205	306	Monday	04:10:00	90
1205	143	Monday	08:37:00	250
1205	234	Monday	16:55:00	320
1205	191	Sunday	15:57:00	80
1205	258	Wednesday	14:09:00	180
1207	348	Friday	12:56:00	330
1207	251	Wednesday	00:18:00	250
1207	120	Wednesday	14:51:00	220
1207	150	Wednesday	15:35:00	220
1212	307	Friday	02:10:00	250
1212	32	Saturday	00:02:00	250
1212	104	Saturday	01:24:00	220
1212	45	Thursday	04:26:00	80
1213	248	Monday	07:46:00	120
1213	60	Saturday	00:06:00	150
1213	265	Sunday	01:55:00	330
1213	175	Thursday	06:48:00	90
1220	74	Monday	15:36:00	80
1220	118	Saturday	04:26:00	80
1220	215	Sunday	06:53:00	90
1220	33	Tuesday	01:13:00	120
1241	168	Monday	03:57:00	180
1241	190	Thursday	02:11:00	150
1241	292	Thursday	02:20:00	320
1241	65	Thursday	02:21:00	80
1251	192	Saturday	07:43:00	220
1251	272	Saturday	11:39:00	180
1251	330	Saturday	14:15:00	150
1251	240	Wednesday	13:20:00	330
1266	68	Friday	17:20:00	300
1266	318	Sunday	12:39:00	90
1266	155	Sunday	16:48:00	150
1266	305	Thursday	11:19:00	90
1266	73	Thursday	13:08:00	320
1278	144	Thursday	04:27:00	120
1278	211	Thursday	08:38:00	320
1278	221	Wednesday	02:34:00	80
1280	302	Friday	13:39:00	80
1280	85	Saturday	02:47:00	320
1280	238	Thursday	12:14:00	180
1280	128	Tuesday	01:05:00	220
1280	171	Wednesday	03:18:00	80
1284	54	Monday	06:23:00	80
1284	167	Sunday	17:56:00	90
1284	129	Wednesday	17:43:00	80
1290	22	Friday	11:42:00	180
1290	298	Sunday	09:50:00	300
1290	187	Sunday	10:19:00	320
1290	259	Tuesday	07:16:00	220
1290	42	Wednesday	02:09:00	120
1317	126	Friday	09:15:00	220
1317	114	Saturday	15:00:00	300
1317	94	Tuesday	12:36:00	300
1364	300	Friday	00:56:00	150
1364	27	Monday	01:38:00	330
1364	232	Monday	04:15:00	220
1364	313	Monday	09:56:00	150
1364	197	Tuesday	16:17:00	90
1370	239	Friday	01:03:00	220
1370	296	Monday	14:53:00	330
1370	301	Wednesday	07:50:00	80
1380	137	Friday	05:08:00	330
1380	13	Friday	06:51:00	320
1380	91	Saturday	18:29:00	250
1380	335	Sunday	05:51:00	90
1380	36	Sunday	09:08:00	220
1393	347	Saturday	05:49:00	120
1393	220	Saturday	16:36:00	180
1393	332	Thursday	10:09:00	90
1393	255	Tuesday	10:38:00	300
1393	311	Tuesday	11:37:00	220
1402	34	Monday	03:54:00	90
1402	236	Saturday	00:13:00	180
1402	176	Saturday	12:28:00	320
1402	139	Wednesday	02:10:00	90
1402	188	Wednesday	07:50:00	320
1407	334	Saturday	09:55:00	220
1407	159	Tuesday	06:47:00	300
1407	49	Tuesday	08:13:00	250
1407	1	Wednesday	03:00:00	150
1407	81	Wednesday	06:49:00	150
1410	195	Friday	14:12:00	120
1410	100	Thursday	10:32:00	320
1410	138	Wednesday	15:12:00	250
1412	163	Monday	13:45:00	300
1412	263	Sunday	04:53:00	90
1412	72	Thursday	14:23:00	180
1412	268	Tuesday	01:19:00	80
1418	303	Saturday	14:41:00	330
1418	41	Saturday	15:21:00	220
1418	174	Thursday	09:13:00	90
1432	225	Friday	21:44:00	150
1432	153	Monday	13:41:00	320
1432	207	Wednesday	11:08:00	180
1448	189	Friday	10:43:00	150
1448	324	Monday	15:16:00	150
1448	154	Sunday	00:38:00	150
1448	244	Thursday	11:47:00	300
1451	88	Friday	09:19:00	300
1451	17	Thursday	14:09:00	120
1451	193	Tuesday	03:26:00	300
1451	140	Wednesday	14:57:00	300
1463	18	Monday	11:30:00	220
1463	297	Saturday	02:28:00	320
1463	224	Sunday	13:38:00	330
1464	270	Monday	04:30:00	90
1464	83	Monday	11:56:00	120
1464	84	Sunday	00:17:00	90
1464	67	Sunday	10:50:00	80
1487	103	Friday	01:26:00	330
1487	346	Monday	02:37:00	250
1487	235	Tuesday	04:15:00	250
1488	40	Monday	11:44:00	330
1488	336	Saturday	01:36:00	90
1488	231	Wednesday	14:27:00	80
1494	28	Thursday	06:19:00	320
1494	66	Thursday	10:47:00	120
1494	246	Thursday	12:10:00	220
1506	14	Friday	14:53:00	150
1506	59	Saturday	14:29:00	180
1506	107	Sunday	16:58:00	180
1506	157	Tuesday	17:15:00	90
1506	145	Wednesday	09:15:00	120
1508	317	Friday	03:53:00	300
1508	312	Saturday	01:41:00	150
1508	184	Saturday	13:16:00	150
1508	35	Saturday	13:26:00	150
1508	106	Wednesday	05:08:00	180
1515	24	Saturday	00:06:00	330
1515	56	Sunday	03:28:00	320
1515	16	Wednesday	06:06:00	180
1522	218	Monday	12:54:00	300
1522	281	Tuesday	02:29:00	90
1522	82	Wednesday	14:54:00	300
1522	164	Wednesday	19:36:00	180
1535	108	Thursday	10:04:00	220
1535	173	Wednesday	11:52:00	90
1535	262	Wednesday	14:14:00	150
1536	213	Friday	06:58:00	320
1536	277	Monday	00:07:00	120
1536	43	Monday	08:22:00	150
1536	29	Thursday	12:23:00	320
1536	185	Tuesday	05:38:00	320
1546	92	Monday	02:48:00	150
1546	39	Saturday	07:56:00	220
1546	44	Tuesday	14:12:00	120
1547	349	Monday	20:01:00	300
1547	340	Saturday	06:37:00	330
1547	158	Tuesday	01:16:00	330
1552	131	Monday	13:26:00	90
1552	198	Saturday	20:18:00	320
1552	61	Wednesday	09:09:00	320
1556	51	Friday	14:44:00	150
1556	310	Saturday	12:18:00	300
1556	252	Saturday	20:25:00	80
1556	194	Wednesday	06:15:00	180
1556	9	Wednesday	11:00:00	320
1562	123	Sunday	16:53:00	320
1562	136	Thursday	06:48:00	250
1562	127	Tuesday	00:14:00	320
1569	105	Friday	10:05:00	150
1569	178	Tuesday	13:18:00	80
1569	230	Tuesday	15:02:00	320
1569	156	Wednesday	15:27:00	220
1578	162	Monday	09:16:00	150
1578	119	Saturday	01:33:00	180
1578	3	Saturday	13:47:00	330
1578	203	Sunday	01:28:00	90
1630	11	Friday	11:09:00	120
1630	90	Monday	03:03:00	120
1630	223	Thursday	12:25:00	320
1630	249	Tuesday	08:36:00	250
1630	243	Wednesday	17:10:00	180
1646	241	Friday	05:00:00	250
1646	148	Friday	19:23:00	250
1646	327	Tuesday	11:06:00	150
1666	109	Thursday	01:20:00	180
1666	132	Thursday	12:49:00	320
1666	70	Tuesday	12:15:00	180
1669	316	Friday	16:23:00	150
1669	52	Sunday	17:48:00	330
1669	319	Wednesday	17:09:00	220
1670	337	Friday	10:22:00	90
1670	169	Friday	15:31:00	330
1670	344	Friday	16:02:00	180
1670	314	Monday	10:25:00	80
1670	101	Saturday	04:42:00	180
1676	180	Sunday	22:26:00	180
1676	12	Tuesday	03:30:00	120
1676	110	Wednesday	01:27:00	120
1676	161	Wednesday	09:37:00	80
1677	186	Friday	12:50:00	220
1677	315	Friday	14:08:00	120
1677	196	Sunday	01:14:00	80
1677	322	Tuesday	05:59:00	120
1677	112	Tuesday	11:56:00	250
1690	283	Sunday	02:16:00	330
1690	269	Thursday	02:37:00	90
1690	261	Tuesday	11:37:00	330
1690	287	Wednesday	07:35:00	250
1697	95	Friday	14:16:00	150
1697	4	Thursday	02:42:00	220
1697	37	Tuesday	00:32:00	250
1697	250	Tuesday	06:12:00	80
1704	135	Friday	01:12:00	300
1704	254	Friday	09:40:00	150
1704	320	Sunday	16:05:00	150
1707	222	Friday	01:49:00	150
1707	309	Monday	01:45:00	150
1707	21	Sunday	04:31:00	80
1707	63	Thursday	05:43:00	250
1707	96	Wednesday	05:10:00	250
1713	242	Saturday	05:27:00	150
1713	149	Thursday	08:51:00	80
1713	152	Tuesday	16:17:00	320
1746	189	Monday	04:11:00	150
1746	75	Saturday	04:57:00	150
1746	28	Saturday	18:40:00	320
1746	134	Tuesday	05:43:00	80
1746	348	Wednesday	14:07:00	330
1757	170	Friday	01:25:00	180
1757	230	Saturday	06:00:00	320
1757	160	Sunday	08:54:00	80
1757	152	Tuesday	02:03:00	320
1758	51	Monday	15:55:00	150
1758	71	Sunday	04:28:00	250
1758	54	Sunday	07:02:00	80
1758	258	Tuesday	06:10:00	180
1765	125	Friday	07:22:00	90
1765	65	Monday	00:06:00	80
1765	165	Sunday	02:54:00	180
1765	176	Tuesday	11:55:00	320
1765	237	Wednesday	01:13:00	180
1774	104	Friday	04:07:00	220
1774	173	Sunday	03:53:00	90
1774	64	Tuesday	11:27:00	250
1774	179	Tuesday	13:43:00	330
1774	259	Wednesday	10:18:00	220
1780	184	Friday	05:06:00	150
1780	60	Monday	01:32:00	150
1780	155	Thursday	06:53:00	150
1780	202	Tuesday	03:23:00	320
1780	344	Tuesday	07:59:00	180
1781	166	Friday	13:28:00	250
1781	42	Saturday	14:16:00	120
1781	154	Tuesday	01:47:00	150
1781	146	Wednesday	11:10:00	220
1784	11	Monday	07:59:00	120
1784	137	Saturday	17:53:00	330
1784	296	Thursday	16:23:00	330
1793	5	Sunday	09:23:00	180
1793	100	Tuesday	07:12:00	320
1793	264	Tuesday	17:55:00	150
1793	43	Wednesday	11:11:00	150
1795	257	Friday	19:03:00	90
1795	291	Sunday	00:54:00	300
1795	143	Thursday	11:33:00	250
1795	131	Thursday	17:55:00	90
1795	241	Wednesday	04:33:00	250
1815	156	Friday	05:10:00	220
1815	77	Sunday	00:36:00	250
1815	268	Thursday	01:26:00	80
1815	135	Thursday	11:41:00	300
1815	148	Wednesday	00:07:00	250
1817	70	Friday	01:20:00	180
1817	269	Saturday	10:37:00	90
1817	333	Thursday	05:22:00	80
1824	250	Monday	07:10:00	80
1824	1	Saturday	07:04:00	150
1824	4	Tuesday	02:21:00	220
1824	38	Tuesday	12:24:00	320
1830	243	Friday	05:43:00	180
1830	245	Friday	13:58:00	180
1830	181	Monday	00:43:00	320
1830	221	Monday	08:31:00	80
1830	82	Sunday	04:01:00	300
1840	7	Thursday	13:34:00	250
1840	200	Tuesday	03:25:00	300
1840	62	Tuesday	05:38:00	220
1840	270	Tuesday	05:59:00	90
1842	347	Thursday	07:17:00	120
1842	197	Thursday	07:44:00	90
1842	6	Thursday	12:54:00	80
1842	21	Tuesday	01:03:00	80
1843	272	Friday	15:41:00	180
1843	249	Tuesday	04:34:00	250
1843	191	Wednesday	13:58:00	80
1844	207	Friday	11:04:00	180
1844	39	Saturday	14:10:00	220
1844	193	Tuesday	09:51:00	300
1844	13	Wednesday	12:17:00	320
1846	285	Friday	01:07:00	300
1846	110	Friday	13:22:00	120
1846	199	Thursday	10:20:00	220
1846	96	Wednesday	03:54:00	250
1858	35	Sunday	12:09:00	150
1858	91	Sunday	16:00:00	250
1858	56	Wednesday	13:33:00	320
1858	58	Wednesday	14:14:00	220
1858	286	Wednesday	18:55:00	330
1871	195	Friday	00:50:00	120
1871	18	Saturday	09:58:00	220
1871	274	Sunday	07:51:00	250
1871	15	Thursday	15:51:00	300
1871	147	Tuesday	04:40:00	220
1896	251	Friday	11:20:00	250
1896	222	Friday	14:39:00	150
1896	194	Monday	07:01:00	180
1902	326	Friday	06:39:00	150
1902	158	Monday	02:33:00	330
1902	59	Tuesday	04:01:00	180
1902	302	Tuesday	06:31:00	80
1902	112	Wednesday	01:24:00	250
