239	3	26	15	7
262	1	3	0	0
262	1	2	1	\N
262	1	4	2	\N
262	1	5	3	1
262	1	6	4	\N
262	1	7	5	2
262	1	8	6	3
262	1	9	7	4
262	1	10	8	\N
262	1	11	9	5
276	1	3	0	0
276	1	4	1	1
276	1	5	2	\N
276	1	6	3	2
276	1	7	4	3
276	1	8	5	\N
276	1	9	6	\N
276	1	10	7	\N
276	1	11	8	4
276	4	39	9	\N
276	4	40	10	5
276	2	21	11	\N
276	2	20	12	6
276	2	22	13	7
301	1	3	0	0
301	1	4	1	1
301	1	5	2	2
301	1	6	3	3
301	1	7	4	\N
301	1	8	5	\N
301	3	28	6	\N
301	3	29	7	4
301	2	21	8	5
301	2	22	9	6
301	2	23	10	\N
301	3	30	11	7
301	3	31	12	8
301	3	32	13	9
313	1	3	0	0
313	1	4	1	\N
313	1	5	2	\N
313	1	6	3	\N
313	1	7	4	\N
313	1	8	5	1
313	3	28	6	\N
313	3	29	7	2
313	2	21	8	3
313	4	40	9	4
313	4	39	10	\N
313	1	11	11	\N
313	1	12	12	\N
313	1	13	13	5
313	1	14	14	\N
313	4	38	15	6
315	1	3	0	0
315	1	4	1	\N
315	1	5	2	1
315	1	6	3	2
315	1	7	4	3
315	1	8	5	\N
315	3	28	6	\N
315	3	29	7	\N
315	2	21	8	\N
315	4	40	9	4
315	4	39	10	5
315	1	11	11	\N
315	1	12	12	6
315	1	13	13	\N
315	1	14	14	\N
315	4	38	15	\N
315	4	37	16	\N
315	4	36	17	7
339	1	3	0	0
339	1	4	1	\N
339	2	19	2	\N
339	2	20	3	\N
339	2	21	4	\N
339	3	29	5	\N
339	3	28	6	1
339	1	8	7	2
339	1	7	8	3
339	1	6	9	\N
339	1	9	10	4
339	1	10	11	\N
339	1	11	12	\N
339	1	12	13	\N
339	1	13	14	\N
339	1	14	15	5
369	1	3	0	0
369	1	4	1	\N
369	2	19	2	\N
369	2	20	3	1
369	2	21	4	\N
369	4	40	5	\N
369	4	39	6	\N
369	1	11	7	2
369	1	10	8	3
369	1	9	9	\N
369	1	8	10	4
369	3	28	11	\N
369	1	12	12	5
376	1	3	0	0
376	1	4	1	\N
376	2	19	2	1
376	2	20	3	\N
376	2	21	4	\N
376	4	40	5	\N
376	4	39	6	2
376	1	11	7	\N
376	1	12	8	3
376	1	13	9	\N
376	1	14	10	\N
376	4	38	11	\N
376	4	37	12	4
376	4	36	13	\N
376	4	35	14	5
380	1	4	0	0
380	1	3	1	1
380	1	2	2	2
384	1	4	0	0
384	1	3	1	\N
384	1	2	2	1
384	1	5	3	\N
384	1	6	4	2
384	1	7	5	3
387	1	4	0	0
387	1	3	1	1
387	1	2	2	\N
387	1	5	3	2
387	1	6	4	3
387	1	7	5	4
387	1	8	6	5
387	1	9	7	6
387	1	10	8	7
397	1	4	0	0
397	1	5	1	\N
397	1	6	2	\N
397	1	7	3	1
397	1	8	4	2
397	1	9	5	\N
397	1	10	6	\N
397	1	11	7	\N
397	4	38	8	\N
397	4	37	9	\N
397	4	36	10	3
397	4	39	11	4
410	1	4	0	0
410	1	5	1	\N
410	1	6	2	1
410	1	7	3	\N
410	1	8	4	\N
410	1	9	5	2
410	1	10	6	3
410	1	11	7	4
410	4	39	8	5
410	4	40	9	\N
410	2	21	10	\N
410	3	29	11	6
410	3	30	12	7
410	3	31	13	8
410	3	32	14	9
410	3	33	15	10
422	1	4	0	0
422	1	5	1	1
422	1	6	2	2
422	1	7	3	\N
422	1	8	4	\N
422	3	28	5	\N
422	3	29	6	\N
422	2	21	7	\N
422	2	20	8	\N
422	2	22	9	3
424	1	4	0	0
424	1	5	1	1
424	1	6	2	\N
424	1	7	3	\N
424	1	8	4	\N
424	3	28	5	\N
424	3	29	6	\N
424	2	21	7	2
424	2	20	8	3
424	2	22	9	\N
424	2	23	10	\N
424	2	24	11	4
427	1	4	0	0
427	1	5	1	\N
427	1	6	2	1
427	1	7	3	2
427	1	8	4	3
427	3	28	5	4
427	3	29	6	\N
427	2	21	7	5
427	2	22	8	\N
427	2	23	9	\N
427	3	30	10	\N
427	3	31	11	6
427	3	32	12	7
431	1	4	0	0
431	1	5	1	1
431	1	6	2	2
431	1	7	3	3
431	1	8	4	\N
431	3	28	5	4
431	3	29	6	5
431	2	21	7	\N
431	3	30	8	6
431	3	31	9	7
431	3	32	10	\N
431	3	33	11	8
431	4	40	12	9
431	4	39	13	10
455	1	4	0	0
455	2	19	1	1
455	2	20	2	\N
455	2	21	3	2
455	2	22	4	\N
455	2	23	5	\N
455	3	29	6	\N
455	3	28	7	3
467	1	4	0	0
467	2	19	1	\N
467	2	20	2	\N
467	2	21	3	1
467	3	29	4	\N
467	3	28	5	\N
467	1	8	6	2
467	1	9	7	3
467	1	10	8	\N
467	1	11	9	\N
467	1	12	10	\N
467	1	13	11	4
467	1	14	12	5
467	4	38	13	6
468	1	4	0	0
468	2	19	1	\N
468	2	20	2	1
468	2	21	3	2
468	3	29	4	3
468	3	28	5	4
468	1	8	6	5
468	1	9	7	\N
468	1	10	8	6
468	1	11	9	7
468	1	12	10	8
468	1	13	11	\N
468	1	14	12	\N
468	4	38	13	\N
468	4	37	14	9
477	1	4	0	0
477	2	19	1	1
477	2	20	2	2
477	2	21	3	3
477	3	29	4	\N
477	3	28	5	\N
477	1	8	6	4
477	3	27	7	5
477	3	26	8	6
477	3	30	9	\N
477	3	31	10	7
483	1	4	0	0
483	2	19	1	1
483	2	20	2	\N
483	2	21	3	\N
483	3	30	4	2
483	3	31	5	\N
483	3	32	6	\N
483	3	33	7	3
483	4	40	8	\N
483	4	39	9	\N
483	1	11	10	4
487	1	4	0	0
487	2	19	1	1
487	2	20	2	2
487	2	21	3	3
487	3	30	4	4
487	3	31	5	5
487	3	32	6	\N
487	3	33	7	\N
487	4	40	8	6
487	4	39	9	\N
487	1	11	10	7
487	1	10	11	\N
487	1	9	12	\N
487	1	8	13	\N
487	1	7	14	8
488	1	4	0	0
488	2	19	1	1
488	2	20	2	2
488	2	21	3	3
488	3	30	4	4
488	3	31	5	\N
488	3	32	6	\N
488	3	33	7	\N
488	4	40	8	5
488	4	39	9	6
488	1	11	10	\N
488	1	10	11	7
488	1	9	12	\N
488	1	8	13	\N
488	1	7	14	\N
488	1	6	15	8
495	1	4	0	0
495	2	19	1	1
495	2	20	2	\N
495	2	21	3	2
495	4	40	4	\N
495	4	39	5	3
495	1	11	6	\N
495	1	10	7	\N
495	1	9	8	\N
495	1	8	9	\N
495	3	28	10	4
495	1	12	11	5
497	1	4	0	0
497	2	19	1	\N
497	2	20	2	1
497	2	21	3	\N
497	4	40	4	2
497	4	39	5	\N
497	1	11	6	3
497	1	10	7	4
497	1	9	8	\N
497	1	8	9	\N
497	3	28	10	5
497	1	12	11	\N
497	1	13	12	6
497	1	14	13	7
516	1	5	0	0
516	1	4	1	\N
516	2	18	2	\N
516	2	17	3	\N
516	2	19	4	1
516	2	20	5	\N
516	2	21	6	\N
516	2	22	7	2
516	2	23	8	3
519	1	5	0	0
519	1	4	1	1
519	2	19	2	2
519	2	20	3	\N
519	2	21	4	3
519	2	22	5	4
519	2	23	6	5
519	3	29	7	6
519	3	28	8	7
536	1	5	0	0
536	1	4	1	1
536	2	19	2	\N
536	2	20	3	\N
536	2	21	4	2
536	3	29	5	\N
536	3	28	6	3
536	1	8	7	4
536	1	9	8	5
536	1	10	9	\N
536	1	11	10	\N
536	4	39	11	6
536	3	27	12	7
542	1	5	0	0
542	1	4	1	\N
542	2	19	2	\N
542	2	20	3	1
542	2	21	4	2
542	3	29	5	\N
542	3	28	6	3
542	1	8	7	\N
542	3	27	8	4
542	3	26	9	5
542	3	30	10	6
542	3	31	11	\N
542	3	32	12	\N
542	3	33	13	7
554	1	5	0	0
554	1	4	1	\N
554	2	19	2	1
554	2	20	3	\N
554	2	21	4	2
554	4	40	5	\N
554	4	39	6	3
554	1	11	7	4
554	1	10	8	5
554	1	9	9	6
554	1	8	10	7
554	1	7	11	\N
554	3	27	12	\N
554	3	26	13	8
554	3	25	14	9
580	1	5	0	0
580	1	6	1	1
580	1	7	2	2
580	1	8	3	\N
580	1	9	4	3
580	1	10	5	\N
580	1	11	6	\N
580	1	12	7	4
580	1	13	8	\N
580	1	14	9	\N
580	4	38	10	5
580	4	37	11	\N
580	4	36	12	6
580	4	35	13	7
590	1	5	0	0
590	1	6	1	\N
590	1	7	2	\N
590	1	8	3	\N
590	1	9	4	1
590	1	10	5	\N
590	1	11	6	\N
590	4	39	7	2
590	4	40	8	\N
590	2	21	9	\N
590	2	20	10	3
590	2	19	11	4
590	1	4	12	\N
590	1	3	13	\N
590	1	2	14	5
590	2	18	15	6
634	1	5	0	0
634	1	6	1	\N
634	1	7	2	1
634	1	8	3	2
634	3	28	4	\N
634	3	29	5	3
634	2	21	6	4
634	4	40	7	\N
634	4	39	8	5
634	1	11	9	\N
634	1	10	10	\N
634	1	12	11	6
634	1	13	12	7
635	1	5	0	0
635	1	6	1	\N
635	1	7	2	\N
635	1	8	3	\N
635	3	28	4	1
635	3	29	5	2
635	2	21	6	3
635	4	40	7	\N
635	4	39	8	\N
635	1	11	9	\N
635	1	10	10	\N
635	1	12	11	4
635	1	13	12	5
635	1	14	13	6
637	1	5	0	0
637	1	6	1	1
637	1	7	2	\N
637	1	8	3	2
637	3	28	4	3
637	3	29	5	\N
637	2	21	6	\N
637	4	40	7	4
637	4	39	8	\N
637	1	11	9	\N
637	1	12	10	\N
637	1	13	11	\N
637	1	14	12	\N
637	4	38	13	5
649	1	6	0	0
649	1	5	1	1
649	1	4	2	2
649	1	3	3	3
649	1	2	4	4
649	2	18	5	5
649	2	17	6	6
655	1	6	0	0
655	1	5	1	1
655	1	4	2	\N
655	2	18	3	\N
655	2	17	4	\N
655	2	19	5	\N
655	2	20	6	\N
655	2	21	7	\N
655	2	22	8	\N
655	2	23	9	2
683	1	6	0	0
683	1	5	1	1
683	1	4	2	\N
683	2	19	3	2
683	2	20	4	3
683	2	21	5	4
683	3	30	6	\N
683	3	31	7	\N
683	3	32	8	5
683	3	33	9	\N
683	4	40	10	\N
683	4	39	11	6
684	1	6	0	0
684	1	5	1	\N
684	1	4	2	1
684	2	19	3	\N
684	2	20	4	2
684	2	21	5	3
684	3	30	6	\N
684	3	31	7	\N
684	3	32	8	\N
684	3	33	9	4
684	4	40	10	\N
684	4	39	11	\N
684	1	11	12	5
685	1	6	0	0
685	1	5	1	\N
685	1	4	2	1
685	2	19	3	\N
685	2	20	4	\N
685	2	21	5	2
685	3	30	6	\N
685	3	31	7	\N
685	3	32	8	3
685	3	33	9	4
685	4	40	10	\N
685	4	39	11	\N
685	1	11	12	\N
685	1	10	13	5
689	1	6	0	0
689	1	5	1	1
689	1	4	2	\N
689	2	19	3	\N
689	2	20	4	2
689	2	21	5	\N
689	4	40	6	3
689	4	39	7	\N
689	1	11	8	\N
689	1	10	9	4
689	1	9	10	5
689	1	8	11	6
689	3	27	12	7
690	1	6	0	0
690	1	5	1	1
690	1	4	2	2
690	2	19	3	\N
690	2	20	4	3
690	2	21	5	\N
690	4	40	6	4
690	4	39	7	5
690	1	11	8	\N
690	1	10	9	\N
690	1	9	10	6
690	1	8	11	7
690	3	27	12	8
690	3	26	13	9
695	1	6	0	0
695	1	5	1	\N
695	1	4	2	1
695	2	19	3	2
695	2	20	4	\N
695	2	21	5	3
695	4	40	6	4
695	4	39	7	\N
695	1	11	8	\N
695	1	10	9	\N
695	1	9	10	\N
695	1	8	11	5
695	3	28	12	\N
695	1	12	13	6
695	1	13	14	7
696	1	6	0	0
696	1	5	1	\N
696	1	4	2	1
696	2	19	3	\N
696	2	20	4	2
696	2	21	5	3
696	4	40	6	\N
696	4	39	7	\N
696	1	11	8	4
696	1	10	9	5
696	1	9	10	6
696	1	8	11	\N
696	3	28	12	7
696	1	12	13	\N
696	1	13	14	8
696	1	14	15	9
714	1	6	0	0
714	1	7	1	\N
714	1	8	2	\N
714	1	9	3	1
714	1	10	4	\N
714	1	11	5	2
714	1	12	6	\N
714	1	13	7	3
714	1	14	8	\N
714	4	38	9	\N
714	4	37	10	4
728	1	6	0	0
728	1	7	1	\N
728	1	8	2	\N
728	1	9	3	\N
728	1	10	4	\N
728	1	11	5	\N
728	4	39	6	\N
728	4	40	7	1
728	2	21	8	2
728	2	20	9	\N
728	2	19	10	3
728	1	4	11	\N
728	2	18	12	4
728	2	17	13	5
732	1	6	0	0
732	1	7	1	1
732	1	8	2	2
732	1	9	3	3
732	1	10	4	4
732	1	11	5	5
732	4	39	6	6
732	4	40	7	\N
732	2	21	8	7
732	2	20	9	8
732	2	19	10	9
732	1	4	11	\N
732	2	18	12	10
732	2	17	13	11
732	2	22	14	12
732	2	23	15	13
732	2	24	16	14
734	1	6	0	0
734	1	7	1	1
734	1	8	2	\N
734	1	9	3	2
734	1	10	4	\N
734	1	11	5	3
734	4	39	6	\N
734	4	40	7	4
734	2	21	8	\N
734	2	22	9	5
734	2	23	10	6
734	3	29	11	7
734	3	28	12	8
741	1	6	0	0
741	1	7	1	\N
741	1	8	2	\N
741	1	9	3	1
741	1	10	4	\N
741	1	11	5	\N
741	4	39	6	2
741	4	40	7	\N
741	2	21	8	\N
741	3	30	9	\N
741	3	31	10	\N
741	3	32	11	\N
741	3	33	12	3
741	4	41	13	\N
741	4	42	14	4
745	1	6	0	0
745	1	7	1	\N
745	1	8	2	1
745	3	27	3	\N
745	3	26	4	2
745	3	28	5	3
746	1	6	0	0
746	1	7	1	1
746	1	8	2	2
746	3	27	3	\N
746	3	26	4	\N
746	3	28	5	3
746	3	29	6	4
747	1	6	0	0
747	1	7	1	1
747	1	8	2	\N
747	3	27	3	2
747	3	26	4	\N
747	3	28	5	3
747	3	29	6	\N
747	2	21	7	4
753	1	6	0	0
753	1	7	1	1
753	1	8	2	\N
753	3	27	3	2
753	3	26	4	\N
753	3	28	5	3
753	3	29	6	\N
753	2	21	7	4
753	2	20	8	\N
753	2	19	9	5
753	1	4	10	\N
753	1	3	11	6
753	1	2	12	\N
753	1	1	13	7
761	1	6	0	0
761	1	7	1	1
761	1	8	2	2
761	3	28	3	\N
761	3	29	4	3
761	2	21	5	4
761	2	22	6	5
761	2	23	7	6
761	3	30	8	7
768	1	6	0	0
768	1	7	1	1
768	1	8	2	\N
768	3	28	3	\N
768	3	29	4	\N
768	2	21	5	\N
768	3	30	6	\N
768	3	31	7	2
768	3	32	8	\N
768	3	33	9	3
768	4	40	10	4
768	4	39	11	5
768	1	11	12	6
771	1	6	0	0
771	1	7	1	1
771	1	8	2	\N
771	3	28	3	2
771	3	29	4	3
771	2	21	5	\N
771	4	40	6	4
771	4	39	7	\N
771	1	11	8	\N
771	1	10	9	5
771	1	12	10	6
795	1	7	0	0
795	1	6	1	\N
795	1	5	2	\N
795	1	4	3	\N
795	2	18	4	\N
795	2	17	5	1
795	2	19	6	2
795	2	20	7	\N
795	2	21	8	\N
795	2	22	9	\N
795	2	23	10	3
795	2	24	11	4
823	1	7	0	0
823	1	6	1	1
823	1	5	2	\N
823	1	4	3	\N
823	2	19	4	\N
823	2	20	5	\N
823	2	21	6	\N
823	3	30	7	2
823	3	31	8	\N
823	3	32	9	3
823	3	33	10	\N
823	4	40	11	\N
823	4	39	12	\N
823	1	11	13	\N
823	1	10	14	4
824	1	7	0	0
824	1	6	1	1
824	1	5	2	2
824	1	4	3	\N
824	2	19	4	\N
824	2	20	5	\N
824	2	21	6	3
824	3	30	7	\N
824	3	31	8	\N
824	3	32	9	4
824	3	33	10	\N
824	4	40	11	5
824	4	39	12	6
824	1	11	13	7
824	1	10	14	8
824	1	9	15	9
835	1	7	0	0
835	1	6	1	\N
835	1	5	2	1
835	1	4	3	2
835	2	19	4	3
835	2	20	5	4
835	2	21	6	\N
835	4	40	7	5
835	4	39	8	6
835	1	11	9	7
835	1	12	10	8
835	1	13	11	9
835	1	14	12	10
835	4	38	13	11
842	1	7	0	0
842	1	6	1	\N
842	1	5	2	\N
842	1	4	3	\N
842	2	19	4	1
842	2	20	5	2
842	2	21	6	3
842	4	41	7	4
842	1	8	8	\N
842	1	9	9	5
866	1	7	0	0
866	1	8	1	1
866	1	9	2	2
866	1	10	3	3
866	1	11	4	\N
866	4	39	5	4
866	4	40	6	5
866	2	21	7	\N
866	2	20	8	6
866	2	19	9	7
866	1	4	10	\N
866	1	5	11	\N
866	2	18	12	\N
866	2	17	13	8
866	2	16	14	9
869	1	7	0	0
869	1	8	1	1
869	1	9	2	\N
869	1	10	3	\N
869	1	11	4	2
869	4	39	5	\N
869	4	40	6	3
869	2	21	7	\N
869	2	20	8	4
869	2	19	9	5
869	1	4	10	\N
869	2	18	11	6
869	2	17	12	\N
869	2	22	13	\N
869	2	23	14	7
869	2	24	15	8
872	1	7	0	0
872	1	8	1	\N
872	1	9	2	\N
872	1	10	3	\N
872	1	11	4	1
872	4	39	5	\N
872	4	40	6	\N
872	2	21	7	\N
872	3	29	8	2
872	3	30	9	3
906	1	7	0	0
906	1	8	1	\N
906	3	28	2	1
906	3	29	3	2
906	2	21	4	\N
906	3	30	5	3
906	3	31	6	4
906	3	32	7	5
906	3	33	8	\N
906	4	40	9	6
906	4	39	10	\N
906	1	11	11	7
916	1	7	0	0
916	1	8	1	1
916	3	28	2	2
916	3	29	3	3
916	2	21	4	\N
916	4	40	5	4
916	4	39	6	5
916	1	11	7	6
916	1	12	8	\N
916	1	13	9	\N
916	1	14	10	\N
916	4	38	11	\N
916	4	37	12	\N
916	4	36	13	7
916	4	35	14	8
923	1	8	0	0
923	1	7	1	\N
923	1	6	2	\N
923	1	5	3	\N
923	1	4	4	1
923	1	3	5	2
964	1	8	0	0
964	1	9	1	\N
964	1	10	2	1
964	1	11	3	\N
964	1	12	4	\N
964	1	13	5	\N
964	1	14	6	\N
964	4	38	7	2
981	1	8	0	0
981	1	9	1	1
981	1	10	2	2
981	1	11	3	\N
981	4	39	4	\N
981	4	40	5	3
981	2	21	6	\N
981	2	20	7	4
981	2	19	8	\N
981	1	4	9	\N
981	1	5	10	\N
981	1	6	11	\N
981	2	18	12	5
981	2	17	13	6
983	1	8	0	0
983	1	9	1	1
983	1	10	2	2
983	1	11	3	3
983	4	39	4	\N
983	4	40	5	\N
983	2	21	6	\N
983	2	20	7	\N
983	2	19	8	4
983	1	4	9	\N
983	2	18	10	5
983	2	17	11	\N
983	2	22	12	6
989	1	8	0	0
989	1	9	1	1
989	1	10	2	2
989	1	11	3	3
989	4	39	4	\N
989	4	40	5	4
989	2	21	6	5
989	3	29	7	6
989	3	30	8	7
989	3	31	9	8
992	1	8	0	0
992	1	9	1	\N
992	1	10	2	\N
992	1	11	3	\N
992	4	39	4	\N
992	4	40	5	1
992	2	21	6	\N
992	3	29	7	2
992	3	30	8	\N
992	3	31	9	3
992	3	32	10	4
992	3	33	11	5
992	3	34	12	6
998	1	8	0	0
998	3	27	1	1
998	3	26	2	2
998	3	28	3	3
1002	1	8	0	0
1002	3	27	1	1
1002	3	26	2	\N
1002	3	28	3	\N
1002	3	29	4	\N
1002	2	21	5	2
1002	2	20	6	\N
1002	2	19	7	3
1008	1	8	0	0
1008	3	28	1	\N
1008	3	29	2	1
1008	2	21	3	\N
1008	2	20	4	\N
1008	2	19	5	\N
1008	1	4	6	2
1008	1	3	7	\N
1008	1	2	8	3
1008	1	5	9	\N
1008	1	6	10	4
1013	1	8	0	0
1013	3	28	1	\N
1013	3	29	2	\N
1013	2	21	3	1
1013	2	20	4	\N
1013	2	19	5	\N
1013	1	4	6	2
1013	2	18	7	\N
1013	2	17	8	3
1013	2	22	9	4
1022	1	8	0	0
1022	3	28	1	1
1022	3	29	2	2
1022	2	21	3	\N
1022	3	30	4	\N
1022	3	31	5	3
1022	3	32	6	\N
1022	3	33	7	\N
1022	4	40	8	4
1022	4	39	9	5
1029	1	8	0	0
1029	3	28	1	1
1029	3	29	2	2
1029	2	21	3	\N
1029	4	40	4	3
1029	4	39	5	4
1029	1	11	6	\N
1029	1	10	7	5
1029	1	12	8	6
1029	1	13	9	7
1029	1	14	10	\N
1029	1	15	11	8
1033	1	8	0	0
1033	3	28	1	\N
1033	3	29	2	\N
1033	2	21	3	1
1033	4	40	4	\N
1033	4	39	5	\N
1033	1	11	6	\N
1033	1	12	7	2
1033	1	13	8	\N
1033	1	14	9	\N
1033	4	38	10	3
1033	4	37	11	\N
1033	4	36	12	4
1033	4	35	13	5
1035	1	8	0	0
1035	3	28	1	1
1035	3	29	2	2
1035	2	21	3	3
1035	4	40	4	\N
1035	4	39	5	4
1035	1	11	6	5
1035	4	38	7	6
1035	4	37	8	7
1035	4	36	9	\N
1035	4	41	10	\N
1035	4	42	11	8
1041	1	9	0	0
1041	1	8	1	\N
1041	1	7	2	\N
1041	1	6	3	\N
1041	1	5	4	\N
1041	1	4	5	\N
1041	1	3	6	1
